EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;17523.0;176.0;474288.0;0.0;5050.0;167889000.0;136966000.0;25459300.0;16022600.0;0.0;563385.0;71.0;3656310000.0;0.0;39357600.0;21158.0;3208490.0;690.034;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;844704.0;372910.0;104280.0;33557.0;0.0;5028.0;12.0;0.0;0.0;0.0;2016.0;248880.0;12.467;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;8795.0;228.0;207546.0;0.0;0.0;59319700.0;51512300.0;8727140.0;5851680.0;0.0;234280.0;40.0;1215600000.0;0.0;0.0;10128.0;1490040.0;295.767;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3166.0;142.0;1974.0;0.0;0.0;26544700.0;22888000.0;3276980.0;2071050.0;0.0;158004.0;28.0;11139300.0;0.0;0.0;4704.0;580720.0;203.432;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;844704.0;349027.0;104280.0;31406.0;0.0;5028.0;12.0;0.0;0.0;0.0;2016.0;248880.0;12.301;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;NÃO REGULAR;230.0;0.0;0.0;0.0;0.0;2010610.0;1551810.0;304896.0;139662.0;0.0;6747.0;1.0;0.0;0.0;0.0;298.0;45190.0;8.8;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;NÃO REGULAR;234.0;0.0;16035.0;0.0;0.0;1936400.0;1520530.0;293644.0;241043.0;0.0;6498.0;1.0;104195000.0;0.0;0.0;298.0;45190.0;7.75;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;6074.0;150.0;328730.0;0.0;0.0;48462100.0;39468800.0;7438500.0;5688270.0;0.0;168948.0;26.0;2136090000.0;0.0;0.0;7458.0;1144740.0;210.583;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;GCLP;LAS PALMAS;;;ILHAS CANÁRIAS;ÁFRICA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;1615150.0;1225780.0;199394.0;110319.0;0.0;9614.0;2.0;0.0;0.0;0.0;336.0;41480.0;13.616;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;GCTS;TENERIFE;;;ESPANHA;EUROPA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;1586590.0;1274940.0;195868.0;114744.0;0.0;9444.0;2.0;0.0;0.0;0.0;336.0;41480.0;13.267;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPR;PORTO;;;PORTUGAL;EUROPA;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;0.0;0.0;6640.0;0.0;258.0;82546.0;0.0;12517.0;1910.0;0.0;277.0;1.0;1839280.0;0.0;71466.0;298.0;45190.0;3.333;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1753.0;35.0;81981.0;0.0;1706.0;21362100.0;13962600.0;3239440.0;1923200.0;0.0;71685.0;9.0;652979000.0;0.0;13588300.0;2682.0;406710.0;92.283;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2290.0;20.0;117721.0;0.0;4709.0;29251700.0;18732200.0;4435850.0;2687370.0;0.0;98160.0;12.0;962958000.0;0.0;38519600.0;3576.0;542280.0;127.95;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;GCLP;LAS PALMAS;;;ILHAS CANÁRIAS;ÁFRICA;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;449568.0;341190.0;55500.0;30706.0;0.0;2676.0;2.0;0.0;0.0;0.0;336.0;41480.0;4.5;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;GCTS;TENERIFE;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;463008.0;372060.0;57158.0;33484.0;0.0;2756.0;2.0;0.0;0.0;0.0;336.0;41480.0;5.117;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1689.0;17.0;7798.0;0.0;0.0;21189200.0;12516500.0;2615840.0;1173980.0;0.0;126126.0;21.0;47501500.0;0.0;0.0;3528.0;435540.0;169.467;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;4240.0;26.0;156618.0;0.0;0.0;47819500.0;30926600.0;7251530.0;3925750.0;0.0;160468.0;22.0;1142370000.0;0.0;0.0;6556.0;994180.0;211.868;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5566.0;31.0;322369.0;0.0;0.0;59854200.0;41405500.0;9076540.0;6124580.0;0.0;200853.0;27.0;2398100000.0;0.0;0.0;8046.0;1220130.0;260.565;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2599.0;47.0;97213.0;0.0;0.0;29539200.0;21953800.0;4630720.0;2796990.0;0.0;109811.0;13.0;821158000.0;0.0;0.0;3497.0;548210.0;142.117;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5785.0;83.0;131172.0;0.0;0.0;50216200.0;32465400.0;7692310.0;3658010.0;0.0;173972.0;31.0;736137000.0;0.0;0.0;8948.0;1370690.0;238.3;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;12579.0;311.0;541876.0;0.0;3056.0;124150000.0;97047000.0;18826600.0;12938400.0;0.0;416610.0;54.0;4180570000.0;0.0;23577000.0;16092.0;2440260.0;539.148;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;19183.0;214.0;784372.0;0.0;5188.0;191535000.0;152217000.0;29045100.0;19964700.0;0.0;642735.0;81.0;6223990000.0;0.0;41166800.0;24138.0;3660390.0;841.148;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8550.0;169.0;173157.0;0.0;0.0;65580800.0;50077300.0;9728860.0;5521120.0;0.0;263565.0;45.0;1014180000.0;0.0;0.0;11197.0;1661070.0;354.451;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2825.0;104.0;2048.0;0.0;0.0;29659600.0;20106000.0;3628080.0;1821080.0;0.0;174933.0;31.0;11556900.0;0.0;0.0;5256.0;642940.0;241.935;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5859.0;151.0;82792.0;0.0;0.0;56448100.0;38071800.0;8730110.0;3964430.0;0.0;201438.0;31.0;537982000.0;0.0;0.0;8687.0;1343510.0;270.232;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;1864.0;20.0;12479.0;0.0;0.0;25225200.0;17237200.0;3114100.0;1626290.0;0.0;150150.0;25.0;74948900.0;0.0;0.0;4200.0;518500.0;188.651;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;2837020.0;1195080.0;350233.0;107694.0;0.0;16887.0;13.0;144189.0;0.0;0.0;2184.0;269620.0;26.417;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;5182.0;47.0;70514.0;0.0;0.0;47819500.0;37797500.0;7251530.0;3916100.0;0.0;160468.0;22.0;514329000.0;0.0;0.0;6556.0;994180.0;194.334;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;6550.0;48.0;362340.0;0.0;0.0;59854200.0;48725400.0;9076540.0;7080720.0;0.0;200853.0;27.0;2695450000.0;0.0;0.0;8046.0;1220130.0;239.235;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;2837020.0;1306790.0;350233.0;117605.0;0.0;16887.0;13.0;0.0;0.0;0.0;2184.0;269620.0;27.549;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3159.0;54.0;84376.0;0.0;0.0;29539200.0;26684100.0;4630720.0;3114280.0;0.0;109811.0;13.0;712724000.0;0.0;0.0;3497.0;548210.0;131.251;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;7252.0;90.0;332213.0;0.0;0.0;50378900.0;40698200.0;7709250.0;5527200.0;0.0;173972.0;31.0;1864380000.0;0.0;0.0;8977.0;1373710.0;212.817;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;2247.0;58.0;44535.0;0.0;0.0;21362100.0;17897400.0;3239440.0;1965480.0;0.0;71685.0;9.0;354721000.0;0.0;0.0;2682.0;406710.0;87.717;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;13914.0;525.0;476102.0;0.0;1020.0;124150000.0;107347000.0;18826600.0;13342200.0;0.0;416610.0;54.0;3673130000.0;0.0;7869300.0;16092.0;2440260.0;501.617;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPR;PORTO;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3396.0;27.0;85422.0;0.0;0.0;31689300.0;27779300.0;4805500.0;3198880.0;0.0;106340.0;13.0;698752000.0;0.0;0.0;3874.0;587470.0;127.131;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;21711.0;225.0;510880.0;0.0;7475.0;186806000.0;172277000.0;28328000.0;19618000.0;0.0;626865.0;79.0;4053830000.0;0.0;59314100.0;23542.0;3570010.0;751.899;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;915096.0;354474.0;112970.0;31898.0;0.0;5447.0;13.0;0.0;0.0;0.0;2184.0;269620.0;13.416;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;9661.0;180.0;275946.0;0.0;0.0;64181000.0;56584500.0;9501140.0;6708800.0;0.0;257708.0;44.0;1616220000.0;0.0;0.0;10958.0;1622190.0;321.612;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;3618.0;123.0;198.0;0.0;0.0;29388700.0;25190400.0;3628080.0;2268230.0;0.0;174933.0;31.0;1117310.0;0.0;0.0;5208.0;642940.0;218.518;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;915096.0;309222.0;112970.0;27825.0;0.0;5447.0;13.0;0.0;0.0;0.0;2184.0;269620.0;13.715;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;3;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LPPT;LISBOA;;;PORTUGAL;EUROPA;INTERNACIONAL;REGULAR;7978.0;215.0;442230.0;0.0;0.0;58384500.0;51841000.0;9023750.0;7539290.0;0.0;207936.0;32.0;2873610000.0;0.0;0.0;8985.0;1388700.0;251.017;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;GCTS;TENERIFE;;;ESPANHA;EUROPA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;4759780.0;3390400.0;587604.0;305132.0;0.0;28332.0;6.0;0.0;0.0;0.0;1008.0;124440.0;40.0;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1688.0;56.0;69209.0;0.0;1188.0;18988600.0;13444900.0;2879500.0;1770750.0;0.0;63720.0;8.0;551250000.0;0.0;9462420.0;2384.0;361520.0;82.599;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;206.0;3.0;7712.0;0.0;455.0;2437640.0;1685080.0;369654.0;218463.0;0.0;8180.0;1.0;63084200.0;0.0;3721900.0;298.0;45190.0;10.317;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPR;PORTO;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2591.0;18.0;121904.0;0.0;11616.0;29251700.0;21194400.0;4435850.0;2999680.0;0.0;98160.0;12.0;997175000.0;0.0;95018900.0;3576.0;542280.0;125.818;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;GCTS;TENERIFE;;;ESPANHA;EUROPA;INTERNACIONAL;REGULAR;0.0;0.0;0.0;0.0;0.0;1389020.0;989404.0;171474.0;89044.0;0.0;8268.0;6.0;0.0;0.0;0.0;1008.0;124440.0;15.334;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1967.0;37.0;2260.0;0.0;0.0;20180200.0;12372400.0;2491280.0;1128230.0;0.0;120120.0;20.0;14726700.0;0.0;0.0;3360.0;414800.0;160.734;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5176.0;42.0;179722.0;0.0;0.0;56513900.0;37753700.0;8569990.0;4708720.0;0.0;189644.0;26.0;1310890000.0;0.0;0.0;7748.0;1174940.0;248.949;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6718.0;27.0;307704.0;0.0;0.0;66504700.0;49975200.0;10085000.0;6786760.0;0.0;223170.0;30.0;2289010000.0;0.0;0.0;8940.0;1355700.0;289.68;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2545.0;36.0;96345.0;0.0;0.0;29539200.0;21497600.0;4630720.0;2748610.0;0.0;109811.0;13.0;813826000.0;0.0;0.0;3497.0;548210.0;142.232;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;5697.0;98.0;177451.0;0.0;0.0;44430200.0;32162400.0;6930870.0;3833740.0;0.0;162748.0;29.0;939146000.0;0.0;0.0;7917.0;1235010.0;220.751;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;186.0;7.0;10685.0;0.0;0.0;2299070.0;1434990.0;348640.0;211583.0;0.0;7715.0;1.0;82434800.0;0.0;0.0;298.0;45190.0;10.167;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;11159.0;282.0;472640.0;0.0;5319.0;108056000.0;88313600.0;16386100.0;11723200.0;0.0;362605.0;47.0;3732860000.0;0.0;42139300.0;14006.0;2123930.0;468.886;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;124.0;0.0;19745.0;0.0;30.0;4729260.0;983940.0;717164.0;245469.0;0.0;15870.0;2.0;156677000.0;0.0;238050.0;596.0;90380.0;20.817;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;18949.0;223.0;739838.0;0.0;5395.0;174752000.0;146083000.0;26511100.0;18904700.0;0.0;587190.0;74.0;5715520000.0;0.0;41674600.0;22023.0;3341040.0;759.149;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2493.0;28.0;69131.0;0.0;0.0;34091200.0;21938400.0;5169740.0;2582810.0;0.0;114400.0;13.0;608353000.0;0.0;0.0;3874.0;587470.0;146.5;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;120.0;3.0;0.0;0.0;0.0;983976.0;702840.0;121474.0;63255.0;0.0;5857.0;1.0;0.0;0.0;0.0;168.0;20740.0;7.867;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;9011.0;232.0;158960.0;0.0;0.0;66471100.0;54048400.0;9821220.0;5903390.0;0.0;257708.0;44.0;1039060000.0;0.0;0.0;11349.0;1676840.0;345.416;0.0
TAP;TAP - TRANSPORTES AÉREOS PORTUGUESES S/A;ESTRANGEIRA;2025;4;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2453.0;124.0;2152.0;0.0;0.0;23700600.0;18068900.0;2925880.0;1638330.0;0.0;141075.0;25.0;12143700.0;0.0;0.0;4200.0;518500.0;190.982;0.0
