EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;601.0;13.0;2482.0;414.0;0.0;1459440.0;1333020.0;175664.0;116310.0;31894.0;8872.0;4.0;5505080.0;918252.0;0.0;658.0;79200.0;12.3333;4883.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJV;JOINVILLE;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8393.0;109.0;12116.0;347.0;0.0;3621550.0;3029870.0;389104.0;242490.0;122096.0;20216.0;56.0;4373880.0;125267.0;0.0;10032.0;1077980.0;57.6333;30209.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBLO;LONDRINA;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3511.0;119.0;10665.0;116.0;0.0;2126950.0;1608040.0;230473.0;133957.0;73207.0;11908.0;26.0;4884570.0;53128.0;0.0;4644.0;503241.0;32.35;18523.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMG;MARINGÁ;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4644.0;218.0;12961.0;532.0;0.0;2783510.0;2269180.0;300872.0;191478.0;93554.0;15834.0;29.0;7076710.0;275730.0;0.0;5098.0;551082.0;38.55;26058.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3049.0;65.0;9882.0;135.0;0.0;3114720.0;2512380.0;357515.0;209012.0;93459.0;21424.0;26.0;8142770.0;111240.0;0.0;3780.0;433887.0;39.0333;15112.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;155.0;3.0;0.0;0.0;0.0;362328.0;301940.0;38570.0;25949.0;7403.0;1948.0;1.0;0.0;0.0;0.0;186.0;19800.0;2.7;1696.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4664.0;225.0;19235.0;724.0;0.0;11119200.0;9085470.0;1296370.0;773834.0;248790.0;66232.0;34.0;37469800.0;1410350.0;0.0;5708.0;665494.0;93.4667;28218.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19041.0;421.0;12275.0;975.0;0.0;10095000.0;7882970.0;1087680.0;630091.0;325249.0;56304.0;136.0;5081850.0;403650.0;0.0;24384.0;2627300.0;144.45;81778.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;31705.0;1014.0;83620.0;3002.0;0.0;34065500.0;26568800.0;3717850.0;2186440.0;946288.0;196092.0;234.0;70073500.0;2515680.0;0.0;40651.0;4436700.0;385.65;147756.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9374.0;190.0;5577.0;905.0;0.0;12121200.0;10336300.0;1313040.0;837122.0;277065.0;66316.0;59.0;6195490.0;905944.0;0.0;10784.0;1168200.0;105.833;49616.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;68.0;0.0;0.0;0.0;0.0;395994.0;144772.0;42154.0;13233.0;6487.0;2129.0;1.0;0.0;0.0;0.0;186.0;19800.0;3.05;1116.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14939.0;521.0;100873.0;914.0;0.0;35337100.0;31805100.0;3982300.0;2799730.0;757375.0;206513.0;97.0;214759000.0;1945910.0;0.0;16598.0;1870510.0;293.0;93770.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;78474.0;1991.0;39888.0;1970.0;0.0;34824200.0;28721500.0;4257680.0;2264130.0;1237100.0;225456.0;616.0;14599000.0;721020.0;0.0;95148.0;11634300.0;570.383;261546.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5057.0;233.0;8845.0;276.0;0.0;2311200.0;1517100.0;263796.0;122961.0;109072.0;15600.0;52.0;2653500.0;82800.0;0.0;7704.0;879333.0;50.9333;21841.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4077.0;0.0;2.0;0.0;0.0;0.0;372.0;39600.0;2.13333;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5418.0;261.0;2907.0;0.0;0.0;2851850.0;2280980.0;330109.0;181986.0;118785.0;19787.0;47.0;1223850.0;0.0;0.0;6774.0;784186.0;50.7;23067.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;31776.0;762.0;158613.0;2685.0;0.0;54709700.0;48046700.0;6078730.0;4126210.0;1261560.0;319680.0;216.0;242097000.0;4305320.0;0.0;36966.0;4107270.0;493.467;189638.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3516.0;132.0;18998.0;238.0;0.0;2398440.0;1940830.0;267138.0;167338.0;78832.0;14352.0;26.0;10486900.0;131376.0;0.0;4345.0;483976.0;32.85;20475.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1242.0;23.0;0.0;0.0;0.0;893700.0;558900.0;100224.0;44954.0;32843.0;5850.0;13.0;0.0;0.0;0.0;1986.0;222723.0;14.6;6765.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11088.0;268.0;43711.0;1201.0;0.0;11104100.0;8382530.0;1185790.0;698904.0;279562.0;60480.0;80.0;33045500.0;907956.0;0.0;14688.0;1568590.0;116.6;49211.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2776.0;30.0;0.0;131.0;0.0;1332790.0;1188130.0;142409.0;95000.0;39718.0;7276.0;17.0;0.0;56068.0;0.0;3114.0;332747.0;17.2;13782.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2583.0;420.0;1.0;0.0;0.0;0.0;0.0;0.0;1.43333;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5532.0;254.0;4575.0;0.0;0.0;2832910.0;2328970.0;330109.0;187035.0;111444.0;19787.0;47.0;1926080.0;0.0;0.0;6729.0;784186.0;50.1833;24840.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6409.0;1470.0;1.0;0.0;0.0;0.0;0.0;0.0;2.06667;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SABE;BUENOS AIRES;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1482.0;5.0;0.0;0.0;0.0;6032110.0;4660890.0;684981.0;388203.0;139139.0;34595.0;11.0;0.0;0.0;0.0;1918.0;217800.0;53.6667;12287.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;342.0;0.0;0.0;0.0;0.0;1675870.0;1085510.0;188535.0;93127.0;38949.0;9522.0;3.0;0.0;0.0;0.0;528.0;59400.0;14.6;3691.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3894.0;91.0;7773.0;8.0;0.0;1314840.0;985182.0;140252.0;81823.0;48478.0;7084.0;28.0;1966570.0;2024.0;0.0;5197.0;554400.0;22.7;23638.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4729.0;1085.0;1.0;0.0;0.0;0.0;0.0;0.0;1.95;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12894.0;298.0;10717.0;71.0;0.0;16920600.0;13990000.0;1814090.0;1142200.0;441254.0;93310.0;86.0;11627900.0;77035.0;0.0;15595.0;1671980.0;168.033;74995.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;134.0;3.0;0.0;0.0;0.0;132480.0;128640.0;15309.0;10246.0;4473.0;960.0;1.0;0.0;0.0;0.0;138.0;15947.0;1.83333;623.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5789.0;113.0;6454.0;446.0;0.0;7066560.0;5557440.0;760833.0;452680.0;183873.0;39360.0;41.0;6195840.0;428160.0;0.0;7361.0;792535.0;70.55;30936.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;463.0;0.0;0.0;0.0;0.0;1007750.0;836178.0;107274.0;71903.0;25754.0;5418.0;3.0;0.0;0.0;0.0;558.0;59400.0;8.75;5089.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4222.0;1016.0;1.0;0.0;0.0;0.0;0.0;0.0;1.65;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4692.0;138.0;102576.0;136.0;0.0;5291330.0;4767070.0;1085940.0;680417.0;224901.0;50800.0;50.0;293049000.0;138176.0;0.0;5208.0;1068880.0;85.9;29392.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5819.0;1218.0;1.0;0.0;0.0;0.0;0.0;0.0;2.06667;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;421.0;11.0;0.0;0.0;0.0;679644.0;512778.0;72348.0;42587.0;17199.0;3654.0;3.0;0.0;0.0;0.0;558.0;59400.0;6.48333;3391.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;26051.0;449.0;14330.0;103.0;0.0;35484000.0;31730100.0;3786860.0;2572270.0;920101.0;192444.0;158.0;17453900.0;125454.0;0.0;29133.0;3109140.0;339.25;143792.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;227.0;10.0;258.0;0.0;0.0;573804.0;281934.0;64203.0;22861.0;16462.0;3726.0;3.0;320436.0;0.0;0.0;462.0;51694.0;5.98333;1125.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4243.0;89.0;4919.0;2.0;0.0;6110640.0;5269810.0;659838.0;439640.0;159611.0;34776.0;28.0;6109400.0;2484.0;0.0;4920.0;531282.0;57.4;30847.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;151.0;12.0;0.0;0.0;0.0;270072.0;219252.0;28749.0;17627.0;6020.0;1452.0;1.0;0.0;0.0;0.0;186.0;19800.0;2.3;815.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12825.0;261.0;196078.0;349.0;0.0;20881200.0;18890500.0;2876240.0;1837440.0;689767.0;142296.0;98.0;282866000.0;506748.0;0.0;14381.0;1980920.0;242.583;93669.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3769.0;84.0;3409.0;7.0;0.0;3828020.0;2785290.0;409696.0;228467.0;86513.0;20692.0;28.0;2519250.0;5173.0;0.0;5180.0;554400.0;38.5;23095.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1095.0;6.0;7954.0;78.0;0.0;1569020.0;1093000.0;181616.0;95645.0;48162.0;10896.0;16.0;8754260.0;138243.0;0.0;2304.0;266711.0;19.5333;7228.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;182.0;3.0;0.0;0.0;0.0;271188.0;265356.0;28868.0;20820.0;7284.0;1458.0;1.0;0.0;0.0;0.0;186.0;19800.0;2.33333;630.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4572.0;66.0;3678.0;1.0;0.0;7860080.0;6893420.0;837172.0;565010.0;200274.0;42282.0;29.0;6833650.0;1458.0;0.0;5391.0;574200.0;71.5667;27336.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4000.0;83.0;925.0;1.0;0.0;2430790.0;1872000.0;259448.0;151852.0;63779.0;13104.0;28.0;432900.0;468.0;0.0;5194.0;554400.0;30.4167;23575.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;493.0;3.0;0.0;0.0;0.0;1291770.0;1141300.0;137511.0;94729.0;29225.0;6945.0;3.0;0.0;0.0;0.0;558.0;59400.0;10.8667;3945.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;434.0;19.0;0.0;2.0;0.0;371727.0;245412.0;39695.0;19701.0;12434.0;2005.0;5.0;26065.0;40501.0;0.0;927.0;99000.0;5.96667;3138.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5993.0;119.0;9183.0;53.0;0.0;5188760.0;3889460.0;552550.0;315324.0;122075.0;27907.0;43.0;5959770.0;34397.0;0.0;7995.0;851400.0;54.9667;27235.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3215.0;858.0;1.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4049.0;95.0;5898.0;137.0;0.0;4586870.0;3584720.0;489346.0;296875.0;102687.0;24882.0;29.0;5397680.0;117546.0;0.0;5346.0;570347.0;45.2;25770.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3829.0;79.0;17705.0;3.0;0.0;6869350.0;5050450.0;731248.0;437175.0;164108.0;36932.0;28.0;23352900.0;3957.0;0.0;5208.0;554400.0;57.9333;26574.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2025;4;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;33501.0;713.0;50576.0;864.0;0.0;55138900.0;50098000.0;5978620.0;4110410.0;1500770.0;313760.0;212.0;75435600.0;1289080.0;0.0;37256.0;4039630.0;528.25;188568.0
